otu	Order	Family	Genus	Species
Alcippe grotei	Passeriformes	Leiothrichidae	Alcippe	Alcippe grotei
Alcippe hueti	Passeriformes	Leiothrichidae	Alcippe	Alcippe hueti
Alcippe morrisonia	Passeriformes	Leiothrichidae	Alcippe	Alcippe morrisonia
Alcippe nipalensis	Passeriformes	Leiothrichidae	Alcippe	Alcippe nipalensis
Alcippe peracensis	Passeriformes	Leiothrichidae	Alcippe	Alcippe peracensis
Alcippe poioicephala	Passeriformes	Leiothrichidae	Alcippe	Alcippe poioicephala
Alcippe pyrrhoptera	Passeriformes	Leiothrichidae	Alcippe	Alcippe pyrrhoptera
Alcurus striatus	Passeriformes	Pycnonotidae	Alcurus	Alcurus striatus
Aleadryas rufinucha	Passeriformes	Oreoicidae	Aleadryas	Aleadryas rufinucha
Alectoris barbara	Galliformes	Phasianidae	Alectoris	Alectoris barbara
Alectoris chukar	Galliformes	Phasianidae	Alectoris	Alectoris chukar
Alectoris graeca	Galliformes	Phasianidae	Alectoris	Alectoris graeca
Alectoris magna	Galliformes	Phasianidae	Alectoris	Alectoris magna
Alectoris melanocephala	Galliformes	Phasianidae	Alectoris	Alectoris melanocephala
Alectoris philbyi	Galliformes	Phasianidae	Alectoris	Alectoris philbyi
Alectoris rufa	Galliformes	Phasianidae	Alectoris	Alectoris rufa
Alectroenas madagascariensis	Columbiformes	Columbidae	Alectroenas	Alectroenas madagascariensis
Alectroenas pulcherrimus	Columbiformes	Columbidae	Alectroenas	Alectroenas pulcherrimus
Alectroenas sganzini	Columbiformes	Columbidae	Alectroenas	Alectroenas sganzini
Alectrurus risora	Passeriformes	Tyrannidae	Alectrurus	Alectrurus risora
Alectrurus tricolor	Passeriformes	Tyrannidae	Alectrurus	Alectrurus tricolor
Alectura lathami	Galliformes	Megapodiidae	Alectura	Alectura lathami
Alethe castanea	Passeriformes	Muscicapidae	Alethe	Alethe castanea
Alethe diademata	Passeriformes	Muscicapidae	Alethe	Alethe diademata
Alipiopsitta xanthops	Psittaciformes	Psittacidae	Alipiopsitta	Alipiopsitta xanthops
Alisterus chloropterus	Psittaciformes	Psittaculidae	Alisterus	Alisterus chloropterus
Alisterus scapularis	Psittaciformes	Psittaculidae	Alisterus	Alisterus scapularis
Alle alle	Charadriiformes	Alcidae	Alle	Alle alle
Allenia fusca	Passeriformes	Mimidae	Allenia	Allenia fusca
Alophoixus flaveolus	Passeriformes	Pycnonotidae	Alophoixus	Alophoixus flaveolus
Alophoixus frater	Passeriformes	Pycnonotidae	Alophoixus	Alophoixus frater
Alophoixus ochraceus	Passeriformes	Pycnonotidae	Alophoixus	Alophoixus ochraceus
Alophoixus pallidus	Passeriformes	Pycnonotidae	Alophoixus	Alophoixus pallidus
Alophoixus phaeocephalus	Passeriformes	Pycnonotidae	Alophoixus	Alophoixus phaeocephalus
Alophoixus ruficrissus	Passeriformes	Pycnonotidae	Alophoixus	Alophoixus ruficrissus
Alopochelidon fucata	Passeriformes	Hirundinidae	Alopochelidon	Alopochelidon fucata
Alopochen aegyptiaca	Anseriformes	Anatidae	Alopochen	Alopochen aegyptiaca
Amadina erythrocephala	Passeriformes	Estrildidae	Amadina	Amadina erythrocephala
Amadina fasciata	Passeriformes	Estrildidae	Amadina	Amadina fasciata
Amalocichla incerta	Passeriformes	Petroicidae	Amalocichla	Amalocichla incerta
Amalocichla sclateriana	Passeriformes	Petroicidae	Amalocichla	Amalocichla sclateriana
Amandava amandava	Passeriformes	Estrildidae	Amandava	Amandava amandava
Amandava subflava	Passeriformes	Estrildidae	Amandava	Amandava subflava
Amaurolimnas concolor	Gruiformes	Rallidae	Amaurolimnas	Amaurolimnas concolor
Amaurornis isabellina	Gruiformes	Rallidae	Amaurornis	Amaurornis isabellina
Amaurornis magnirostris	Gruiformes	Rallidae	Amaurornis	Amaurornis magnirostris
Amaurornis marginalis	Gruiformes	Rallidae	Amaurornis	Amaurornis marginalis
Amaurornis moluccana	Gruiformes	Rallidae	Amaurornis	Amaurornis moluccana
Amaurornis olivacea	Gruiformes	Rallidae	Amaurornis	Amaurornis olivacea
Amaurornis phoenicurus	Gruiformes	Rallidae	Amaurornis	Amaurornis phoenicurus
Amaurospiza aequatorialis	Passeriformes	Cardinalidae	Amaurospiza	Amaurospiza aequatorialis
Amaurospiza carrizalensis	Passeriformes	Cardinalidae	Amaurospiza	Amaurospiza carrizalensis
Amaurospiza concolor	Passeriformes	Cardinalidae	Amaurospiza	Amaurospiza concolor
Amaurospiza moesta	Passeriformes	Cardinalidae	Amaurospiza	Amaurospiza moesta
Amazilia boucardi	Caprimulgiformes	Trochilidae	Amazilia	Amazilia boucardi
Amazilia luciae	Caprimulgiformes	Trochilidae	Amazilia	Amazilia luciae
Amazilia rutila	Caprimulgiformes	Trochilidae	Amazilia	Amazilia rutila
Amazilia tzacatl	Caprimulgiformes	Trochilidae	Amazilia	Amazilia tzacatl
Amazilia yucatanensis	Caprimulgiformes	Trochilidae	Amazilia	Amazilia yucatanensis
Amazilis amazilia	Caprimulgiformes	Trochilidae	Amazilis	Amazilis amazilia
Amazona aestiva	Psittaciformes	Psittacidae	Amazona	Amazona aestiva
Amazona agilis	Psittaciformes	Psittacidae	Amazona	Amazona agilis
Amazona albifrons	Psittaciformes	Psittacidae	Amazona	Amazona albifrons
Amazona amazonica	Psittaciformes	Psittacidae	Amazona	Amazona amazonica
Amazona arausiaca	Psittaciformes	Psittacidae	Amazona	Amazona arausiaca
Amazona auropalliata	Psittaciformes	Psittacidae	Amazona	Amazona auropalliata
Amazona autumnalis	Psittaciformes	Psittacidae	Amazona	Amazona autumnalis
Amazona barbadensis	Psittaciformes	Psittacidae	Amazona	Amazona barbadensis
Amazona brasiliensis	Psittaciformes	Psittacidae	Amazona	Amazona brasiliensis
Amazona collaria	Psittaciformes	Psittacidae	Amazona	Amazona collaria
Amazona dufresniana	Psittaciformes	Psittacidae	Amazona	Amazona dufresniana
Amazona farinosa	Psittaciformes	Psittacidae	Amazona	Amazona farinosa
Amazona festiva	Psittaciformes	Psittacidae	Amazona	Amazona festiva
Amazona finschi	Psittaciformes	Psittacidae	Amazona	Amazona finschi
Amazona guildingii	Psittaciformes	Psittacidae	Amazona	Amazona guildingii
Amazona imperialis	Psittaciformes	Psittacidae	Amazona	Amazona imperialis
Amazona kawalli	Psittaciformes	Psittacidae	Amazona	Amazona kawalli
Amazona leucocephala	Psittaciformes	Psittacidae	Amazona	Amazona leucocephala
Amazona mercenarius	Psittaciformes	Psittacidae	Amazona	Amazona mercenarius
Amazona ochrocephala	Psittaciformes	Psittacidae	Amazona	Amazona ochrocephala
Amazona oratrix	Psittaciformes	Psittacidae	Amazona	Amazona oratrix
Amazona pretrei	Psittaciformes	Psittacidae	Amazona	Amazona pretrei
Amazona rhodocorytha	Psittaciformes	Psittacidae	Amazona	Amazona rhodocorytha
Amazona tucumana	Psittaciformes	Psittacidae	Amazona	Amazona tucumana
Amazona ventralis	Psittaciformes	Psittacidae	Amazona	Amazona ventralis
Amazona versicolor	Psittaciformes	Psittacidae	Amazona	Amazona versicolor
Amazona vinacea	Psittaciformes	Psittacidae	Amazona	Amazona vinacea
Amazona viridigenalis	Psittaciformes	Psittacidae	Amazona	Amazona viridigenalis
Amazona xantholora	Psittaciformes	Psittacidae	Amazona	Amazona xantholora
Amazonetta brasiliensis	Anseriformes	Anatidae	Amazonetta	Amazonetta brasiliensis
Amblycercus holosericeus	Passeriformes	Icteridae	Amblycercus	Amblycercus holosericeus
Amblyornis inornata	Passeriformes	Ptilonorhynchidae	Amblyornis	Amblyornis inornata
Amblyornis macgregoriae	Passeriformes	Ptilonorhynchidae	Amblyornis	Amblyornis macgregoriae
Amblyornis subalaris	Passeriformes	Ptilonorhynchidae	Amblyornis	Amblyornis subalaris
Amblyospiza albifrons	Passeriformes	Ploceidae	Amblyospiza	Amblyospiza albifrons
Amblyramphus holosericeus	Passeriformes	Icteridae	Amblyramphus	Amblyramphus holosericeus
Ammodramus aurifrons	Passeriformes	Passerellidae	Ammodramus	Ammodramus aurifrons
Ammodramus humeralis	Passeriformes	Passerellidae	Ammodramus	Ammodramus humeralis
Ammodramus savannarum	Passeriformes	Passerellidae	Ammodramus	Ammodramus savannarum
Ammomanes cinctura	Passeriformes	Alaudidae	Ammomanes	Ammomanes cinctura
Ammomanes deserti	Passeriformes	Alaudidae	Ammomanes	Ammomanes deserti
Ammomanes phoenicura	Passeriformes	Alaudidae	Ammomanes	Ammomanes phoenicura
Ammomanopsis grayi	Passeriformes	Alaudidae	Ammomanopsis	Ammomanopsis grayi
Ammonastes pelzelni	Passeriformes	Thamnophilidae	Ammonastes	Ammonastes pelzelni
Ammoperdix griseogularis	Galliformes	Phasianidae	Ammoperdix	Ammoperdix griseogularis
Ammoperdix heyi	Galliformes	Phasianidae	Ammoperdix	Ammoperdix heyi
Ammospiza caudacuta	Passeriformes	Passerellidae	Ammospiza	Ammospiza caudacuta
Ammospiza leconteii	Passeriformes	Passerellidae	Ammospiza	Ammospiza leconteii
Ammospiza maritima	Passeriformes	Passerellidae	Ammospiza	Ammospiza maritima
Ammospiza nelsoni	Passeriformes	Passerellidae	Ammospiza	Ammospiza nelsoni
Ampeliceps coronatus	Passeriformes	Sturnidae	Ampeliceps	Ampeliceps coronatus
Ampelioides tschudii	Passeriformes	Cotingidae	Ampelioides	Ampelioides tschudii
Ampelion rubrocristatus	Passeriformes	Cotingidae	Ampelion	Ampelion rubrocristatus
Ampelion rufaxilla	Passeriformes	Cotingidae	Ampelion	Ampelion rufaxilla
Ampelornis griseiceps	Passeriformes	Thamnophilidae	Ampelornis	Ampelornis griseiceps
Amphispiza bilineata	Passeriformes	Passerellidae	Amphispiza	Amphispiza bilineata
Amphispizopsis quinquestriata	Passeriformes	Passerellidae	Amphispizopsis	Amphispizopsis quinquestriata
Amytornis ballarae	Passeriformes	Maluridae	Amytornis	Amytornis ballarae
Amytornis barbatus	Passeriformes	Maluridae	Amytornis	Amytornis barbatus
Amytornis dorotheae	Passeriformes	Maluridae	Amytornis	Amytornis dorotheae
Amytornis goyderi	Passeriformes	Maluridae	Amytornis	Amytornis goyderi
Amytornis housei	Passeriformes	Maluridae	Amytornis	Amytornis housei
Amytornis merrotsyi	Passeriformes	Maluridae	Amytornis	Amytornis merrotsyi
Amytornis modestus	Passeriformes	Maluridae	Amytornis	Amytornis modestus
Amytornis purnelli	Passeriformes	Maluridae	Amytornis	Amytornis purnelli
Amytornis rowleyi	Passeriformes	Maluridae	Amytornis	Amytornis rowleyi
Amytornis striatus	Passeriformes	Maluridae	Amytornis	Amytornis striatus
Amytornis textilis	Passeriformes	Maluridae	Amytornis	Amytornis textilis
Amytornis whitei	Passeriformes	Maluridae	Amytornis	Amytornis whitei
Amytornis woodwardi	Passeriformes	Maluridae	Amytornis	Amytornis woodwardi
Anabacerthia amaurotis	Passeriformes	Furnariidae	Anabacerthia	Anabacerthia amaurotis
Anabacerthia lichtensteini	Passeriformes	Furnariidae	Anabacerthia	Anabacerthia lichtensteini
Anabacerthia ruficaudata	Passeriformes	Furnariidae	Anabacerthia	Anabacerthia ruficaudata
Anabacerthia striaticollis	Passeriformes	Furnariidae	Anabacerthia	Anabacerthia striaticollis
Anabacerthia variegaticeps	Passeriformes	Furnariidae	Anabacerthia	Anabacerthia variegaticeps
Anabathmis hartlaubii	Passeriformes	Nectariniidae	Anabathmis	Anabathmis hartlaubii
Anabathmis newtonii	Passeriformes	Nectariniidae	Anabathmis	Anabathmis newtonii
Anabathmis reichenbachii	Passeriformes	Nectariniidae	Anabathmis	Anabathmis reichenbachii
Anabazenops dorsalis	Passeriformes	Furnariidae	Anabazenops	Anabazenops dorsalis
Anabazenops fuscus	Passeriformes	Furnariidae	Anabazenops	Anabazenops fuscus
Anairetes alpinus	Passeriformes	Tyrannidae	Anairetes	Anairetes alpinus
Anairetes fernandezianus	Passeriformes	Tyrannidae	Anairetes	Anairetes fernandezianus
Anairetes flavirostris	Passeriformes	Tyrannidae	Anairetes	Anairetes flavirostris
Anairetes nigrocristatus	Passeriformes	Tyrannidae	Anairetes	Anairetes nigrocristatus
Anairetes parulus	Passeriformes	Tyrannidae	Anairetes	Anairetes parulus
Anairetes reguloides	Passeriformes	Tyrannidae	Anairetes	Anairetes reguloides
Analisoma analis	Passeriformes	Campephagidae	Analisoma	Analisoma analis
Analisoma coerulescens	Passeriformes	Campephagidae	Analisoma	Analisoma coerulescens
Analisoma ostenta	Passeriformes	Campephagidae	Analisoma	Analisoma ostenta
Anaplectes jubaensis	Passeriformes	Ploceidae	Anaplectes	Anaplectes jubaensis
Anaplectes rubriceps	Passeriformes	Ploceidae	Anaplectes	Anaplectes rubriceps
Anarhynchus alexandrinus	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus alexandrinus
Anarhynchus alticola	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus alticola
Anarhynchus asiaticus	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus asiaticus
Anarhynchus atrifrons	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus atrifrons
Anarhynchus bicinctus	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus bicinctus
Anarhynchus collaris	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus collaris
Anarhynchus dealbatus	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus dealbatus
Anarhynchus falklandicus	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus falklandicus
Anarhynchus frontalis	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus frontalis
Anarhynchus javanicus	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus javanicus
Anarhynchus leschenaultii	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus leschenaultii
Anarhynchus marginatus	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus marginatus
Anarhynchus mongolus	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus mongolus
Anarhynchus montanus	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus montanus
Anarhynchus nivosus	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus nivosus
Anarhynchus obscurus	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus obscurus
Anarhynchus pallidus	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus pallidus
Anarhynchus pecuarius	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus pecuarius
Anarhynchus peronii	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus peronii
Anarhynchus ruficapillus	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus ruficapillus
Anarhynchus sanctaehelenae	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus sanctaehelenae
Anarhynchus thoracicus	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus thoracicus
Anarhynchus veredus	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus veredus
Anarhynchus wilsonia	Charadriiformes	Charadriidae	Anarhynchus	Anarhynchus wilsonia
Anas acuta	Anseriformes	Anatidae	Anas	Anas acuta
Anas albogularis	Anseriformes	Anatidae	Anas	Anas albogularis
Anas andium	Anseriformes	Anatidae	Anas	Anas andium
Anas aucklandica	Anseriformes	Anatidae	Anas	Anas aucklandica
Anas bahamensis	Anseriformes	Anatidae	Anas	Anas bahamensis
Anas bernieri	Anseriformes	Anatidae	Anas	Anas bernieri
Anas capensis	Anseriformes	Anatidae	Anas	Anas capensis
Anas castanea	Anseriformes	Anatidae	Anas	Anas castanea
Anas chlorotis	Anseriformes	Anatidae	Anas	Anas chlorotis
Anas crecca	Anseriformes	Anatidae	Anas	Anas crecca
Anas diazi	Anseriformes	Anatidae	Anas	Anas diazi
Anas eatoni	Anseriformes	Anatidae	Anas	Anas eatoni
Anas erythrorhyncha	Anseriformes	Anatidae	Anas	Anas erythrorhyncha
Anas flavirostris	Anseriformes	Anatidae	Anas	Anas flavirostris
Anas fulvigula	Anseriformes	Anatidae	Anas	Anas fulvigula
Anas georgica	Anseriformes	Anatidae	Anas	Anas georgica
Anas gibberifrons	Anseriformes	Anatidae	Anas	Anas gibberifrons
Anas gracilis	Anseriformes	Anatidae	Anas	Anas gracilis
Anas laysanensis	Anseriformes	Anatidae	Anas	Anas laysanensis
Anas melleri	Anseriformes	Anatidae	Anas	Anas melleri
Anas nesiotis	Anseriformes	Anatidae	Anas	Anas nesiotis
Anas platyrhynchos	Anseriformes	Anatidae	Anas	Anas platyrhynchos
Anas poecilorhyncha	Anseriformes	Anatidae	Anas	Anas poecilorhyncha
Anas rubripes	Anseriformes	Anatidae	Anas	Anas rubripes
Anas sparsa	Anseriformes	Anatidae	Anas	Anas sparsa
Anas superciliosa	Anseriformes	Anatidae	Anas	Anas superciliosa
Anas undulata	Anseriformes	Anatidae	Anas	Anas undulata
Anas wyvilliana	Anseriformes	Anatidae	Anas	Anas wyvilliana
Anas zonorhyncha	Anseriformes	Anatidae	Anas	Anas zonorhyncha
Anastomus lamelligerus	Ciconiiformes	Ciconiidae	Anastomus	Anastomus lamelligerus
Anastomus oscitans	Ciconiiformes	Ciconiidae	Anastomus	Anastomus oscitans
Ancistrops strigilatus	Passeriformes	Furnariidae	Ancistrops	Ancistrops strigilatus
Andigena cucullata	Piciformes	Ramphastidae	Andigena	Andigena cucullata
Andigena hypoglauca	Piciformes	Ramphastidae	Andigena	Andigena hypoglauca
Andigena laminirostris	Piciformes	Ramphastidae	Andigena	Andigena laminirostris
Andigena nigrirostris	Piciformes	Ramphastidae	Andigena	Andigena nigrirostris
Androdon aequatorialis	Caprimulgiformes	Trochilidae	Androdon	Androdon aequatorialis
Andropadus importunus	Passeriformes	Pycnonotidae	Andropadus	Andropadus importunus
Androphobus viridis	Passeriformes	Psophodidae	Androphobus	Androphobus viridis
Anhima cornuta	Anseriformes	Anhimidae	Anhima	Anhima cornuta
Anhinga anhinga	Suliformes	Anhingidae	Anhinga	Anhinga anhinga
Anhinga melanogaster	Suliformes	Anhingidae	Anhinga	Anhinga melanogaster
Anhinga novaehollandiae	Suliformes	Anhingidae	Anhinga	Anhinga novaehollandiae
Anhinga rufa	Suliformes	Anhingidae	Anhinga	Anhinga rufa
Anisognathus igniventris	Passeriformes	Thraupidae	Anisognathus	Anisognathus igniventris
Anisognathus lacrymosus	Passeriformes	Thraupidae	Anisognathus	Anisognathus lacrymosus
Anisognathus melanogenys	Passeriformes	Thraupidae	Anisognathus	Anisognathus melanogenys
Anisognathus notabilis	Passeriformes	Thraupidae	Anisognathus	Anisognathus notabilis
Anisognathus somptuosus	Passeriformes	Thraupidae	Anisognathus	Anisognathus somptuosus
Anodorhynchus hyacinthinus	Psittaciformes	Psittacidae	Anodorhynchus	Anodorhynchus hyacinthinus
Anodorhynchus leari	Psittaciformes	Psittacidae	Anodorhynchus	Anodorhynchus leari
Anomalospiza imberbis	Passeriformes	Viduidae	Anomalospiza	Anomalospiza imberbis
Anopetia gounellei	Caprimulgiformes	Trochilidae	Anopetia	Anopetia gounellei
Anorrhinus austeni	Bucerotiformes	Bucerotidae	Anorrhinus	Anorrhinus austeni
Anorrhinus galeritus	Bucerotiformes	Bucerotidae	Anorrhinus	Anorrhinus galeritus
Anorrhinus tickelli	Bucerotiformes	Bucerotidae	Anorrhinus	Anorrhinus tickelli
Anous albivitta	Charadriiformes	Laridae	Anous	Anous albivitta
Anous ceruleus	Charadriiformes	Laridae	Anous	Anous ceruleus
Anous minutus	Charadriiformes	Laridae	Anous	Anous minutus
Anous stolidus	Charadriiformes	Laridae	Anous	Anous stolidus
Anous tenuirostris	Charadriiformes	Laridae	Anous	Anous tenuirostris
Anser albifrons	Anseriformes	Anatidae	Anser	Anser albifrons
Anser anser	Anseriformes	Anatidae	Anser	Anser anser
Anser brachyrhynchus	Anseriformes	Anatidae	Anser	Anser brachyrhynchus
Anser caerulescens	Anseriformes	Anatidae	Anser	Anser caerulescens
Anser canagicus	Anseriformes	Anatidae	Anser	Anser canagicus
Anser cygnoides	Anseriformes	Anatidae	Anser	Anser cygnoides
Anser erythropus	Anseriformes	Anatidae	Anser	Anser erythropus
Anser fabalis	Anseriformes	Anatidae	Anser	Anser fabalis
Anser indicus	Anseriformes	Anatidae	Anser	Anser indicus
Anser rossii	Anseriformes	Anatidae	Anser	Anser rossii
Anser serrirostris	Anseriformes	Anatidae	Anser	Anser serrirostris
Anseranas semipalmata	Anseriformes	Anseranatidae	Anseranas	Anseranas semipalmata
Anthipes monileger	Passeriformes	Muscicapidae	Anthipes	Anthipes monileger
Anthipes solitaris	Passeriformes	Muscicapidae	Anthipes	Anthipes solitaris
Anthobaphes violacea	Passeriformes	Nectariniidae	Anthobaphes	Anthobaphes violacea
Anthocephala berlepschi	Caprimulgiformes	Trochilidae	Anthocephala	Anthocephala berlepschi
Anthocephala floriceps	Caprimulgiformes	Trochilidae	Anthocephala	Anthocephala floriceps
Anthochaera carunculata	Passeriformes	Meliphagidae	Anthochaera	Anthochaera carunculata
Anthochaera chrysoptera	Passeriformes	Meliphagidae	Anthochaera	Anthochaera chrysoptera
Anthochaera lunulata	Passeriformes	Meliphagidae	Anthochaera	Anthochaera lunulata
Anthochaera paradoxa	Passeriformes	Meliphagidae	Anthochaera	Anthochaera paradoxa
Anthochaera phrygia	Passeriformes	Meliphagidae	Anthochaera	Anthochaera phrygia
Anthornis melanura	Passeriformes	Meliphagidae	Anthornis	Anthornis melanura
Anthoscopus caroli	Passeriformes	Remizidae	Anthoscopus	Anthoscopus caroli
